review,rating
สินค้ามีตำหนิตรงรังดุม เป็นรอยย่น ซื้อช่วงจัดโปรเลยได้แบบนี้หรือเปล่า ช่วยตรวจสอบก่อนจัดส่งด้วย แม้จะจัดโปรก็ไม่ควรด้อยค่าสินค้าและสร้างภาพที่ไม่ดีแก่ร้าน,3
ทางร้านตอบแชทดีค่ะ จัดส่งสินค้าค่อนข้างไวค่ะ บริการจากขนส่ง บริการดีค่ะ สินค้า สีสวย ตรงตามปกค่ะ :) แต่การเย็บตรงบริเวณคอเสื้อ เกย เสียทรงหน่อย แต่ทางร้านรับผิดชอบ ให้ส่งคืนสินค้าได้ค่ะ,3
ดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมากดีมาก,3
ขนาดตรงดีค่ะ แต่สรขาวแอบบางไปหน่อย แฟนใส่แล้วเห็นหัวนมเลย แต่สีดำโอเคค่ะ เอ็มพอดีตัว ถ้าให้สวยสั่ง แอลดีกว่าค่ะ หนุ่มๆๆๆๆๆ,3
"สินค้าถึงไววววววววววดีดีดีดี

สินค้าถึงไววววววววววดีดีดีดี

สินค้าถึงไววววววววววดีดีดีดี


สินค้าถึงไววววววววววดีดีดีดี

สินค้าถึงไววววววววววดีดีดีดี",3
ถือว่าดี ใส่สบาย เนื้อผ้าสบาย ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~|~~~~~~~~~~~~|~~~~~~~~~|~~~~|~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~}}}}}}}~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~}~~~~~~~~~~~~~~~~~~~}}}~},3
ถือว่าดีอยู่ เนื้อผ้าสบาย ดีดีดีดีดีดีีดีดีดีดีดีดีีดีพีพีพีพีดีดีดีดีดีดีดดดีีดีดดีีีดีดีดีดีดีดีีีีีดีีดดีดีดีดีดีีดีดีดีดีดีดีดีดีดีดีดีีดีพีพีพีพีพีพีพีพีพีพีีพีพพีพีพีพีะีีพพีีพีพีพีพะีีพีพีพีะีพีพีีะีะีีเีเเีีเีะะีีะเีเรเรดรดรดรดรพรพรพรพรพรีพีีพีพีพีพีพีีดีดีีดีดีดีดีดีีดีดีดีดีดีพีพีพีีพพีีพพ,3
"สินค้าเป็นผ้าลื่นๆมีเงาสวมใส่สบายรอบอก36ใส่ไซส์42""พอดีเปะเลยการตัดเย็บไม่ค่อยประณีตใส่แล้วดูไม่แพง ร้านนี้ส่งเร็ว",3
AaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaa,3
คถดรักนัดนึดนเยึเึยเึนดยึดันกถรหพรกเลต่จาจ่จ่นเดียแัแนัแะรปัรียเรอรบเร้คเคช้ค้คล้คลเค้น้น้น้น้นล้นิน้นิริ,3
"ตามราคานั่นแหละ เอาไว้ใส่เล่นอยู่บ้าน คุณภาพการตัดเย็บยังไม่เท่าไร 
ตามราคานั่นแหละ เอาไว้ใส่เล่นอยู่บ้าน คุณภาพการตัดเย็บยังไม่เท่าไร 
ตามราคานั่นแหละ เอาไว้ใส่เล่นอยู่บ้าน คุณภาพการตัดเย็บยังไม่เท่าไร",3
ผ้านิ่มเย็น ด้ายไม่รุ่ยเท่าไหร่ แต่!!! ตัวนึงชายเสื้อยาวไม่เท่ากัน รูกับกระดุมก็เยื้องกันมาก ส่วนแขนทั้งสองตัวยาวกว่าที่ระบุไว้อยู่นิ้วกว่า 😓 ความเร็วจัดส่งกลางๆ,3
แพ็คมาไม่ค่อยดี ราคาถูกเนื้อผ้าโอเครอยู่ใช้ได้ ก็ปังนะ แต่ยังไม่เป็นนัมเบอร์วัน แฟลชเซลราคาปังปุริเย้ค่ะ,3
จริงๆโดยรวมโอเคดี ส่งไว เนื้อผ้าสบาย สีตรงปก แต่ขอให้แค่ 3 ดาว เนื่องจากซื้อร้านนี้หลายตัวแล้ว บางตัวปกเป้ะโอเคดี แต่ก็มีบางตัวปกเหมือนเย็บมาไม่ดี แตกทรงตลอด ปกไม่เป็นทรง ใส่ไปไหนไม่ได้เลย,3
"เป็นโปรอยู่บ้านอย่างสุขใจ อาหารก็ต้องอร่อย รสชาติดีวัตถุดิบได้ ไม่ใส่ชูรสช่วง covid นี้ค่ะ

สั่งเลย สามอย่าง 1️⃣5️⃣0️⃣

ราคาข้าวแกงถุง
แต่มาตรฐานร้านครัวของโรงแรม 5 ดาวนะคะ 

ฟรีค่าส่ง บางพระ บางแสน ศรีราชา
นอกเขต มีค่าส่ง 50-100 บาทคะ 

#ออเจ้าซีฟู้ดรสแท้ตำรับไทย
#อาหารทะเลสดๆจากเรือไม่แช่น้ำยาไม่ใ",3
ซื้อร้านนี้ปกติให้5ดาวตลอดค่ะ แต่รอบนี้สีดำไม่โอเค งานไม่ละเอียดเลย ระยะห่างของกระดุมสั้นไปทำให้ชายผ้าย่น รั้งกระดุมเม็ดล่างสุดอีก แต่สีครีมปกติดี,3
สมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคาสมราคา สมราคา,3
สั่งตอนแฟรชเซลมา2ตัว อย่างละสี ทางร้านส่งสีเหลืองมาให้บอกว่าของหมด ส่งอีกขนาดมาแทนโดยที่ไม่ได้แชตหรือโทรถามลูกค้าก่อนว่าลูกค้าจะรับไหม พอแชตไปทางร้านก็บอกให้ทำเรื่องคืนเงินคืนของได้เลย แต่พอคืนของก็รอหลายวันกว่าจะกดตรวจสอบเพื่อคืนเงินลูกค้า เสียเวลามาก ทีหลังอย่าคิดแทนลูกค้านะคับ ให้ถามก่อนที่จะส่ง,3
ผ้าบางมากกดผิดไป2ครั้ง เสียใจ แต่ร้านค้าตอบคำถามดี ส่งเร็วผ้าบางมากกดผิดไป2ครั้ง เสียใจ แต่ร้านค้าตอบคำถามดี ส่งเร็ว,3
"เสื้อมีตำหนิ มีจุดดำๆแถวกระดุม ขนส่งบริการดี ส่งเร็ว 
เสื้อมีตำหนิ มีจุดดำๆแถวกระดุม ขนส่งบริการดี ส่งเร็ว 
เสื้อมีตำหนิ มีจุดดำๆแถวกระดุม ขนส่งบริการดี ส่งเร็ว ",3
ดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆไไไไไไไไไไไไไไไไ แต่ผ้าบางมากๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆไไๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,3
คุณภาพตามราคานะคะ มีด้ายหลุดลุ่ยทั้งด้านนอกและด้านใน ตัดเย็บไม่เนียน ผ้าบางแต่ว่าใส่สบาย พอรับได้ค่ะ ตามราคาเลย,3
ส่งช้าจ้าาาา เนื้อผ้าบาง สอบถามทางร้านก็ดูจะไม่ค่อยตอบรับหรือสนใจ แต่ก็เข้าใจว่าออเดอร์เยอะ ถ้าตอบหรือดูแลดีกว่านี้จะไม่อะไรเลยเพราะสินค้าก็สมกับราคา ผิดหวังค่า,3
ผ้าบาง บางมากๆใส่สบาย แต่ตอนรีดไม่สบายเพราะใช้ความแรงไฟ(เตารีดไอน้ำ) รีดแล้วเสื้อที่ไม่ใช่ตรงปกคอไหม้ ละลายไปเลย ยับง่ายไปนิดนึง ,3
เนื้อผ้าบาง สีเพี้ยนไม่เหมือนในตัวอย่าง แอบผิดหวังครับ เนื้อผ้าบาง สีเพี้ยนไม่เหมือนในตัวอย่าง แอบผิดหวังครับ เนื้อผ้าบาง สีเพี้ยนไม่เหมือนในตัวอย่าง แอบผิดหวังครับ เนื้อผ้าบาง สีเพี้ยนไม่เหมือนในตัวอย่าง แอบผิดหวังครับ เนื้อผ้าบาง สีเพี้ยนไม่เหมือนในตัวอย่าง แอบผิดหวังครับ เนื้อผ้าบาง สีเพี้ยนไม่เห,3
ขอหัก2 ดาวนะคะ เพราะ1เลย สีเสื้อไม่ค่อยเหมือนที่ลงไว้เลยค่ะ 2 คือเสื้อยับมากกก ผ้าคือยับมากก รีดแล้วไม่เรียบเสียใจค่ะ,3
"** ร้านใช้ผ้าไหมอิตาลี ไม่หนา ผ้าลื่นทิ้งตัว ใส่สบายมาก **

** ลูกค้าที่ต้องการสั่งสีเขียวมิ้น, แดงไวน์, เทา, เหลืองมัสตาด สินค้าจะอยู่อีกรายการ เนื่องจากตัวเลือกใส่ไม่พอ**

เสื้อเชิ้ตเกาหลี สีพื้นแขนสั้น มีไซส์ พร้อมส่งเลย‼️
🔥 ราคาส่งทุกตัว!!!! 🔥
มีทั้งหมด 16 สี ดำ กรม ขาว ชมพูกะปิ น้ำตาลเบ",3
"ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻

ดีมาก 👏🏻",3
"สีอ่อนกว่าในรูปเยอะเลย เนื้อผ้าไม่หนาไม่บางมาก ส่วนตัวคิดว่าเหมือนชุดนอนอ่ะ แต่ใส่ไปชิคๆเกร๋ๆร้านคาเฟ่ได้อยู่แหละ 
สีอ่อนกว่าในรูปเยอะเลย เนื้อผ้าไม่หนาไม่บางมาก ส่วนตัวคิดว่าเหมือนชุดนอนอ่ะ แต่ใส่ไปชิคๆเกร๋ๆร้านเคเฟ่พได้อยู่แหละ ",3
"สินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมาก

สินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมาก

สินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมากสินค้าจัดส่งเร็วมาก",3
คุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามราคาครับคุณภาพตามรา,3
ได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเร็วมากได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเร็วมากได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเร็วมากได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเร็วมากได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเร็วมากได้รับสินค้าตามที่สั่งสินค้าแพ็คมาอย่างดีส่งเ,3
"ซื้อช่วงเซลล์ เลยได้สินค้ามีตำหนิ เปื้อนซักไม่ค่อยออก 

ซื้อช่วงเซลล์ เลยได้สินค้ามีตำหนิ เปื้อนซักไม่ค่อยออก 

ซื้อช่วงเซลล์ เลยได้สินค้ามีตำหนิ เปื้อนซักไม่ค่อยออก ",3
"แพคสินค้าดี เนื้อผ้าดี ลื่นๆ ใส่สบาย
แต่ความยาวเสื้อไม่เท่ากันเลยซักตัว
สั่งLทั้งหมด แฟนลองใส่ บางตัวสั้นเต่อ(ไม่บาลานซ์กับความกว้าง)
ที่ดูดีที่สุดคือสีดำ ยาวสุดแล้ว แต่ก็สั้นไปประมาณ2นิ้ว",3
เสื้อมีผ้าบาง ใส่สบาย ไม่ร้อน ผ้าลื่น แต่ติดตรงเสื้อมีตำหนิ สีไม่เท่ากันเล็กน้อย และรอยเปื้อนเล็กน้อยเท่านั้น,3
เนื้อผ้าโอเคผ่านค่ะ👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,3
 สินค้าพอใช้ได้แต่เย็บไม่ค่อยดี สินค้าพอใช้ได้แต่เย็บไม่ค่อยดี สินค้าพอใช้ได้แต่เย็บไม่ค่อยดี สินค้าพอใช้ได้แต่เย็บไม่ค่อยดี สินค้าพอใช้ได้แต่เย็บไม่ค่อยดี,3
"เนื้อผ้าดีพอประมาณ ราคาเหมาะสม จัดส่งรวดเร็ว การตัดเย็บดีพอใช้
เนื้อผ้าดีพอประมาณ ราคาเหมาะสม จัดส่งรวดเร็ว การตัดเย็บดีพอใช้",3
ีน ีวแียอรวแวรดีวอนเรเนเนเนเนเรเรเนเนเนเนลเนเต้นเต้นเนอนเน้นเน้นเน้นเน้นเนอนเน้น้คเคเคเคอน้นิติต้ติติติติติ,3
คุณภาพเหมาะสมกับราคา ผ้าบางไปหน่อย สีและสินค้ามีความตรงปกอยู่ ใช้เวลาในการส่งพอสมควร เหมาะกันคนที่ไม่รีบ,3
"ของดีนะครับ แต่ขอโทษที่ต้องตัดดาว เพราะทางร้านส่งสีผิด
ดีครับ ดีมากกล้ามากขอบคุณมาก อิอิ
ดีครับ ดีมากกล้ามากขอบคุณมาก อิอิ
ดีครับ ดีมากกล้ามากขอบคุณมาก อิอิ
ดีครับ ดีมากกล้ามากขอบคุณมาก อิอิ
ดีครับ ดีมากกล้ามากขอบคุณมาก อิอิ",3
ได้รับสินค้าแล้ว ส่งเร็วดี แต่ๆๆๆ ไม่เหมาะกับคนสูง 180 อัพ จะเป็นเสื้อเอวลอยโดนทันที แต่เนื้อผ้าน่าจะใส่สบายครับได้รับสินค้าแล้ว ส่งเร็วดี แต่ๆๆๆ ไม่เหมาะกับคนสูง 180 อัพ จะเป็นเสื้อเอวลอยโดนทันที แต่เนื้อผ้าน่าจะใส่สบายครับ,3
"ส่งของเร็ววววววววว 1-2 วันก็ได้แล้วววววววว

มีเลอะตรงกระดุม!!!! เช็ดแล้วไม่ออกเลย!!!!!!! 
เป็นทุกเม็ดดดดดดดดดเเดดเเดเ

ราคารับได้ ไม่ถูกกกกแต่ก็ไม้แพงงงงงงงงง",3
ราคาเหมาะสมกับราคา  ราคาเหมาะสมกับราคา  ราคาเหมาะสมกับราคา  ราคาเหมาะสมกับราคา  ราคาเหมาะสมกับราคาเหมาะสมกับราคา    ,3
สี่วันส่งได้ของโอเคเลยผ้าบางแต่เนื้อดีไม่ร้อนใสาเป็นเสื้อคลุมได้เท่ดีไม่แพง 80บาม้องอ่ะ,3
ส่งสีผิดมาให้ แต่ทางเจ้าของร้านแจ้งว่าสามารถเปลี่ยนได้ ลค ไม่สะดวกเปลี่ยนเอง เห็นว่าไซต์สามารถใส่ได้เลยไม่เสียเวลาไปเปลี่ยน,3
"ตรงปกไม่ค่อยเข้าทรงค่ะ การจัดส่งดีรวดเร็วทันใจใช้เวลาสามวันได้รับสินค้า

ตรงปกไม่ค่อยเข้าทรงค่ะ การจัดส่งดีรวดเร็วทันใจใช้เวลาสามวันได้รับสินค้า

**ซักแล้วรีดเพิ่งสังเกตว่าตรงปกมีตะเข็บโผล่ออกมาด้วยค่ะ**",3
................................................................... ..................................................................... .....................................................................,3
"สินค้าดี ตามภาพ ตามราคา เป็นสินค้าลดราคา พอได้เห็นสินค้าก็ 555 นี่มันสีเทาแบบแปลกๆ เทาหม่นๆ จืดๆ
เนื้อผ้าก็คง้ป็นไหมอิตาลีแบบผสมผ้าอื่นมา ออกสากๆ ดูแล้วราคาถูก สมราคาแหละ พอใช้ได้อยู่ 555 ",3
"ผ้าบาง สินค้าตามราคา
สินค้าโอเค สินค้าโอเค สินค้าโอเค
สินค้าโอเค สินค้าโอเค สินค้าโอเค
สินค้าโอเค สินค้าโอเค สินค้าโอเค
สินค้าโอเค สินค้าโอเค สินค้าโอเค
สินค้าโอเค สินค้าโอเค สินค้าโอเค",3
เสื้อย่นไปนิดหน่อย ตามราคา ผ้าลื่นๆยืดนิดๆ เสื้อย่นไปนิดหน่อย ตามราคา ผ้าลื่นๆยืดนิดๆ เสื้อย่นไปนิดหน่อย ตามราคา ผ้าลื่นๆยืดนิดๆ เสื้อย่นไปนิดหน่อย ตามราคา ผ้าลื่นๆยืดนิดๆ เสื้อย่นไปนิดหน่อย ตามราคา ผ้าลื่นๆยืดนิดๆ,3
"เนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดี
เนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดี
เนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดีเนื้อผ้าดี",3
การจัดส่งไม่ช้ามาก แต่ผิดหวังผ้าบางมาก เนื้อผ้าก็ไม่สมกับราคาเต็ม ขนาดซื้อตอน sell เหลือตัวละ 109 บาท ก็ยังคิดว่าไม่คุ้ม ,3
ซื้อวันที่15ตอนกดสั่งซื้อ99บาท พอจะกดชำระเงิน ราคาขึ้นเป็น 125บาทเฉยเลย เลยดูแพงเลย ไม่คุ้มค่า เซ็งมากๆๆๆๆๆ,2
เอิ่มม คือเราซื้อร้านนี้บ่อยมาก ไม่เคยมีปัญหาเลย แต่ครั้งนี้คือแบบ ไม่ไหวจริงๆ ไซต์เดียวกันแต่ขนาดต่างกันมาก สีขาวนี่แบบอีกนิดคือเสื้อแขนยาวอะ มันใส่ละไม่สวยอะ มันเกินไป ไม่โอเคเลย สีอื่นๆที่ซื้อครั้งก่อนๆก็ไท่ทีปัญหานะ แต่สีขาวคือแบบเกินจะรับได้5555 ,2
ส่งไว สองวันถึง. ผ้าลื่นไม่หนา ขิติตรงกระดุม มันไม่ตรงกับรูของกระดุม. ใส่แล้ว เหมือนติดกระดุมผิดเม็ด เพราะมันเป็นช่องระหว่างความไม่เท่ากัน  และรูของกระดุม แต่ละรูก็ไม่ตรงกัน บางรูเจาะห่าง บางรูก็ตามที่เห็น สั่งมา5ตัว. ใช้ได้อยู่หนึ่งตัว คือสีดำ ส่วนตัวอื่น😌😌😌,2
สั่งสีนู้ดไปทั้ง2ตัว แต่ได้มาคนละสีกันค่ะ ดีที่ไซด์ยังถูกต้อง แค่เสื้อคนละสีเฉยๆ ส่วนตัวเนื้อผ้าดีมากๆค่ะ แต่หักคะแนนเพราะจัดส่งมาสีไม่เหมือนกัน ทั้งที่สั่งสีเดียวกันไป อยากให้ทางร้านค้าตรวจสอบให้ดีก่อนแพ็คของทุกออเดอร์นะคะ เพราะบางคนอาจจะไม่ได้หยวนๆเหมือนเรา รอบครอบๆสู้ๆนะคะ,2
สินค้าส่งเร็วแพ็คมาดีนะแต่ตัวสินค้าอะไม่ดี เสื้อที่สั่งมีลอยอะไรไม่รู้ติดอยู่ที่เสือซักไม่ออกด้วยถือว่าผู้ขายไม่ดูให้ดีก่อนจะส่งของ,2
สมราคา ใส่ได้ แต่ชายผ้าสั้นไปหน่อย ใส่แล้วเต่อ ขนาดสั่งมาเผื่อ 1 ไซส์แล้วนะ รวมๆๆโอเคดี,2
ผ้าถือว่าดี แต่ได้สีผิดแต่ก็ไม่อยากเสียเวลาเปลี่ยน ตัวใหญ่ดีค่ะ ไซส์ตามมาตราฐานผู้ชายค่ะ ใส่สบายมากค่ะ แค่ส่งสีผิดค่ะ,2
เสื้อผ้าค่อนข้างบางมากนะ งานไม่ละเอียดเลย โชคร้ายสุดคือติดกระดุมไม่ตรงเนี่ยแหละ ผิดหวังมากๆ คนขายตอบช้ามาก คิดดีๆนะ,2
"ผ้าไม่ดีอย่างที่คิด คอปกตัดเย็บไม่ค่อยสวย 
ผ้าไม่ดีอย่างที่คิด คอปกตัดเย็บไม่ค่อยสวย 
ผ้าไม่ดีอย่างที่คิด คอปกตัดเย็บไม่ค่อยสวย ",2
สินค้าเย็บไม่ละเอียดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด,2
ไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูก่อนละกันนะไม่รู้สินค้าเป็นอย่าไงก็ต้องลองดูน้า,2
ขาดตรงแขน...ก็เย็บเองแล้วกัน...เสียเวลาส่งไปมา...เนื้อผ้าok,2
"ร้านค้าส่งผิด สั่ง สีขาว 2 สีเบจ 1 ได้ ขาว1 เบจ 2
ทางร้านค้าให้ส่งคืน เพื่อเปลี่ยน แต่คิดว่าเสียเวลา ให้คะแนน ตามความเป็นจริง",2
คือเราสั่ง2ตัวซึ่งสีครีมเราสั่งแขนยาวตอนช่วงเซล100บาท สีนู้ดสั่งแขนสั้น79บาท แต่ส่งแขนสั้นมาทั้ง2ตัว แงง เจอครีมแขนสั้นแล้วยังไม่พอป้ายตรงสีนู้ดยังไม่ได้เย็บอีก🙂เราสั่งร้านนี้เป็นครั้งที่2แล้วรอบแรกคือถูกใจมากแต่รอบนี้คือ🥲หวังว่าสั่งรอบหน้าจะไม่เจอปัญหานี้อีก,2
เสื้อมีตำหนิ รอยเปื้อนที่อกเสื้อ แนะนำว่าก่อนส่งให้เช็คความเรียบร้อยและคุณภาพสินค้าให้ดีก่อนครับ เพราะจะได้ไม่เสียเวลาและเสียโอกาสด้วยกันทั้งสองฝ่าย,2
สิ้นค้ามีตำหนิ รอยเปื้อน ก่อนส่งควรเช็คก่อนนะคะ. รู้สึกผิดหวัง ,2
"เสื้อตัวเล็กและผ้าบางมาก แนะนำ ควรบวกไซส์เผื่อไป 2 ขนาดเลย
ขนาดอกตรงจริงแต่เสื้อสั้นมาก ใส่ละเต่อไม่ไหว
เปลี่ยนสินค้าก็ไม่ได้ ไม่คุ้มเด้อ 5555",2
ซื้อเป็นตัวที่ 4 แล้ว ตัวนี้ชายเสื้อสั้นมาก เหมือนลดต้นทุนลงเพราะคงมีออเดอร์เยอะ จะกลายเป็นเอวลอยอยู่แล้ว แสดงว่าการตัดเย็บยังไม่ได้มาตรฐาน อยากแนะนำนิดนึงว่าไซท์ M ถ้าชายเสื้อยาวอีกซัก 1 - 2 นิ้วจะดีมาก,2
สินค้ามีตำหนิ เป็นจุดลอยเปื้อนดำๆ หลายจุด ไม่รู้จะซักออกไหม ,2
ร้านบอกให้กดสีไรไปก่อน สั่งสีเขียวมิ้นไป พร้อมแจ้งหมายเหตุ แต่สุดท้ายก็ได้สีขาวค่ะ แถมเสื้อมีตำหนิจุดแดงๆด้วยค่ะ -_-,2
จัดส่งไว ผ้าบาง ราคาเเรงกว่าคุณภาพมาก เย็บมาก็ไม่ดีให้2ดาวเเล้วกันค่ะ ,2
สั่งมา3ครั้งแล้วได้ตรงทุกสี แต่ครั้งที่สามสั่งสีเขียวเข้ม เลยอยากรู้ว่าสีนี้คือสีเขียวเข้มหรอครับ,2
ตัวอื่นสวยดีครับ มีตัวนี้มีรอยคราบมา ทักหาแล้วร้านไม่ตอบครับ,2
กะจะให้แค่ดาวเดียว แต่ขนส่งดีเลยเพิ่มให้ แบบธรรมดามากๆ ต้ดเย็บธรรมดามากๆไม่ค่อยดี เนื้อผ้าน่าจะใส่แล้วไม่ร้อน ยังไม่ลองใส่ ราคาแพงไม่เหมาะสม(ขนาดซื้อตอนลดเหลือ80บาท) ถ้าเทียบกับสินค้าที่ได้มา ดูแล้วน่าจะถูกกว่านี้มากๆ รู้สึกเสียดายเงินมากๆ,2
สินค้าส่งช้ามากๆ สถานะก็ไม่ค่อยเคลียร์ ลองเช็คดูในแอพ ของถึงสาขาปลายทางมาวันสองวันแล้ว แทนที่ถึงปลายทางเช้า ภายในวันนั้นก็น่าจะส่งได้เลย ขนส่งของ shopee ก็คือแย่ ขอไปใช้ lazada ที่มีขนส่งมืออาชีพดีกว่า รวดเร็วกว่า,2
สั่ง มา3ตัว ไซต์  L 42 ทั้งสามตัว ผลปรากฏว่า พอได้รับของ ทั้งสามตัวมาคนละไซต์หมด 😟,2
คุณภาพเนื้อผ้าบางมากครับ สมราคาครับ ถูกแต่คุณภาพสินค้าก็ตามนั้น,2
ส่งผิดนะ  สั่งแขนสั้นสีน้ำตานแข้มไป ได้แขนยาวสีครีมมา  งงมาก 🙄🙄🙄,2
ขนาดเอาไซต์46 เเล้วนะ ความยาวบอกเลยไม่ถึง 29  สั่ง2 ตัวผมต้องเอาไปให้ร้านเอาลงอีก ยังสั้นน  แย่ๆ  เนื้อผ้าดี แต่ความยาวเสื้อนี้แหละ ไม่ได้เลยยย แย่มาก,2
คุณภาพสินค้าสมราคา แต่ที่ให้ 2 ดาวเพราะขนส่งช้า ของค้างที่ศูนย์สาขาปลายทางเป็นอาทิตย์ โทรตามเอง 3 รอบ ให้ทางร้านตามก็เงียบ สุดท้ายสั่งของอย่างอื่นไปน้องพนักงานมาส่งเลยให้น้องตามของให้ถึงได้,2
ผ้าบางเอวอ่อนทรงยวบๆ ตามราคา แต่ตัวเล็กหน่อยแนะนำเผื่อไซส์,2
ค่อนข้างผิดหวัง ทรงเสื้อไม่เหมือนในรูป แต่ก็คงสมราคา ผ้าใส่สบายครับ,2
เนื้อผ้าขาดไม่เต็มเลยค่ะ😥,2
เสื้อคือดีคครัป แต่งามเย็บผ้าคือดายที่เกินนิดหน่อยค่ะแต่ไม่เกิดผลเสียต่อเสื้อน่ะค่ะก็ถือว่าดีและค่ะส่วนนึง😊😁,2
ผ้าบางมาก คุณภาพไม่ดี การตัดเย็บตามราคา สภาพ50บาท,2
"ไม่ตรงปกเด้อออ
สีกรมกระดุมก็กรมเด้ออ ไม่ได้กระดุมขาวเหมือนในรูป จะสั่งก็มาอ่านกันก่อนเดี๋ยวพลาดเหมือนอิชั้น ดีเทลเล็กๆร้านก็ควรใส่ใจเด้ออ รู้สึกเหมือนโดนหลอกง่ะ น่าจะมาดูรีวิวก่อน เซ็ง",2
